text,label
NL Wrap: Pujols Drives in Five Runs as Cardinals Rout Reds  NEW YORK (Reuters) - Albert Pujols homered for the fifth  time in the last four games and drove in five runs as the St  Louis Cardinals routed the Cincinnati Reds 10-5 in National  League play at Busch Stadium on Monday.,1
"Navy-Rutgers Game Attracts Bowl Interest (AP) AP - Navy is a wanted team  #151; for a bowl game, that is. Officials from five bowls will attend Saturday's game against Rutgers, with the Midshipmen in strong position to land their second straight postseason berth.",1
"Williams wins, faces Russian in Beijing final Top seed Serena Williams battled her way into the China Open final yesterday, overcoming two service breaks to defeat Vera Zvonareva of Russia, 6-2, 6-3.",1
"Mourinho tips Kezman to take chance CHELSEA meet their nouveau riche counterparts from Russia tonight, but Jos Mourinhos desire for a compact squad has left him with a lack of strength up front for the Champions League encounter with CSKA Moscow.",1
"Creative declares marketing 'war' against iPod (MacCentral) MacCentral - Creative Technology Ltd. Chief Executive Officer Sim Wong Hoo told reporters in Singapore his company plans to spent US #36;100 million in 2005 in a marketing war aimed squarely at Apple Computer Inc.'s iPod. ""The MP3 war has started and I am the one who has declared war,"" Hoo said.",3
"US Seals Off Iraq #39;s Falluja, Air Raids Kill Three The US military blocked roads round Iraq #39;s rebel-held city of Falluja on Friday after mounting air strikes overnight that local hospital sources said killed three people.",0
"Baseball Today (AP) AP - Houston at San Francisco (10:15 p.m. EDT). Jason Schmidt goes for his 17th win for the Giants, a half-game ahead of the Chicago Cubs in the NL wild-card race and a half-game behind Los Angeles in the West.",1
"Ethics Panel Rebukes DeLay Twice in a Week WASHINGTON - The House ethics committee Wednesday criticized House Majority Leader Tom DeLay for conduct that appeared to link political donations to legislation and for improperly contacting U.S. aviation authorities for political purposes, House sources said Wednesday...",0
Scots missing stars Scotland rugby coach Matt Williams will be forced to name a side from a squad missing nine of his England-based players for the upcoming Test against Australia at Murrayfield.,1
"Lowe's Reports Increase in Second-Quarter Net Income Lowe's reported a 17.9 percent increase in net income during its second quarter, but results missed Wall Street expectations.",2
Spammers given boot by net host A campaign by anti-spam groups has persuaded a large US net service provider to ban spammers using its network.,3
"Back to front switches blamed for space probe crash It shouldn #39;t happen to a scientist: investigators have found that the \$250m (139m) Genesis space probe, which crash-landed in the Utah desert last month, failed because the switches designed to trigger its parachute were installed backwards.",3
"European heavyweights give Iran last chance to come clean on &lt;b&gt;...&lt;/b&gt; VIENNA : Europe #39;s three heavyweight states are to give Iran a last chance prove it is not secretly developing atomic weapons, offering valuable nuclear technology as a carrot and possible UN sanctions as the stick.",0
"Most Arab Governments are Putting Their Stock in George Bush for a &lt;b&gt;...&lt;/b&gt; Most Arab governments have decided to put their stock in George W. Bush for another term, concluding prematurely that the American presidential elections have been decided in favor of the Republican candidate.",0
"Microsoft Sues 7 Spammers Microsoft indicated that the defendants used compromised computers around the world, using so-called zombie computers. By TechWeb.",3
Young banned for life after 2nd doping violation United States sprinter Jerome Young was banned for life by the US Anti-Doping Agency yesterday following his second positive test for an illegal steroid in a case that could affect a US relay team #39;s gold medal from Sydney.,1
Market Report A flurry of corporate updates failed to inspire investors today as the FTSE 100 Index slipped back towards the 4700 barrier. Catering group Compass and Rentokil ,2
"Rison Given Option for Release Former Pro Bowl receiver Andre Rison was given the option of paying \$10,000 to get out of jail after spending almost a month locked up for failing to pay child support.",1
Search Engine Forums Spotlight Links to this week's topics from search engine forums across the web: New MSN Search Goes LIVE in Beta - Microsoft To Launch New Search Engine - Google Launches 'Google Advertising Professionals' - Organic vs Paid Traffic ROI? - Making Money With AdWords? - Link Building 101,3
Ice yields ancient 'plant matter' Scientists drilling ice cores in Greenland have recovered what appear to be plant remains from nearly 3km (two miles) below the surface.,3
Air Force Looks at New Microwave Weapon (AP) AP - The Air Force expects planes will be able to fire non-lethal microwave rays at enemy ground troops with the help of a new superconducting generator system developed at Wright-Patterson Air Force Base after about 25 years of research.,3
"Cox Enterprises to Buy Cox Public Stake (Reuters) Reuters - Cox Enterprises Inc. on Tuesday said\it will purchase Cox Communications Inc.'s  minority\public stake for  #36;8.3 billion, in a move to privatize the\publicly traded cable company and insulate it from the short\term demands of Wall Street.",2
"Playing the Touching Game Think fast -- Mario #39;s plummeting to Earth, and there #39;s nothing for the poor little guy to hang onto. So you take your stylus and draw him a trampoline.",3
"TV REPORTER DROWNS ON ASSIGNMENT Taipei, Oct. 25 (CNA) A local TV reporter was swept away by floodwaters and drowned while covering Typhoon Nock-Ten in Taipei County Monday morning.",0
"Interfor offers \$396M for Riverside Forest Products in friendly &lt;b&gt;...&lt;/b&gt; VANCOUVER (CP) - International Forest Products is muscling aside other bidders for Riverside Forest Products, offering \$396 million in a deal endorsed by Riverside #39;s board that would create the world #39;s seventh-largest lumber producer.",2
"Second-Half Success Is an Edwards Tradition In Coach Herman Edward's first three seasons, the Jets went 4-4, 6-2 and 5-3 after the halfway point.",1
Indian droughts 'may hit economy' The Indian central bank warns that drought and the high global price of oil may force it to lower its GDP forecasts.,2
Columnists: Bill Gates Is Right? Bill Gates is right about one thing: asking people to use a two-factor form of authentication would go a long way toward alleviating a lot of the password problems that plague computer security today.,3
"Johnson rides into  #39;playoffs #39; with hype, skill on his side It might make the racing crowd cringe, but what NASCAR boss Brian France is doing to manufacture excitement at a time of the year when racing usually hits a lull and sports fans ",1
"Diabetes delay adds to AstraZeneca #39;s ills The UK #39;s second largest pharmaceutical company, AstraZeneca, yesterday admitted another setback in the development of some of its drugs, as it delayed the expected launch of diabetes treatment Galida for a year.",2
"Bush's lead gets smaller in poll (USATODAY.com) USATODAY.com - President Bush leads Sen. John Kerry by 8 percentage points among likely voters, the latest USA TODAY/CNN/Gallup Poll shows. That is a smaller advantage than the president held in mid-September but shows him maintaining a durable edge in a race that was essentially tied for months.",0
"Despite judging error, Hamm #39;s gold medal shows no tarnish Let me be clear here, since some self-righteous columnists who wouldn #39;t know a handstand from a night stand have entered the fray: Paul Hamm should not give up his gold medal.",1
"Russian Cosmonaut to Travel With the Next Space Station Crew A Russian cosmonaut will travel to the International Space Station with the outpost #39;s next two-man crew when it launches aboard a Russian Soyuz spacecraft next month, the National Aeronautics and Space Administration said.",3
"Barbour makes decisive move Donors come up with much of the money As soon as Sandy Barbour arrived as Cal #39;s athletic director in September, she knew she would be judged by one criterion: Could she keep Jeff Tedford?",1
Britain: Weapons Report Proves Hussein Was a Threat Britain says a CIA report that concludes Iraq had no weapons of mass destruction before the US-led invasion last year nonetheless confirms that Iraqi leader Saddam Hussein posed a threat that could not be ignored.,0
"Video Game Maker Acclaim Files for Bankruptcy  NEW YORK (Reuters) - Video game publisher Acclaim  Entertainment Inc. &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=AKLM.PK qtype=sym infotype=info qcat=news""&gt;AKLM.PK&lt;/A&gt;, which has been hampered by a lack  of hit titles, filed for bankruptcy liquidation on Thursday  after failing to line up new financing.",3
"Long-Necked Sea Monster Snuck Up on Victims A long-necked sea reptile that lived millions of years ago in what is now China may have used its stiff neck to sneak up on unsuspecting prey and suck them in, scientists said on Friday.",3
"American Airlines Says More Job Cuts Arriving FORT WORTH, Texas -- American Airlines says more job cuts are on the way after the airline had already planned about 1,000 layoffs.",2
"Topics A, B and C in Run-up to Debate: Jobs, Jobs and Jobs John Kerry will assail President Bush tonight as the first president since Herbert Hoover to preside over a four-year term with fewer Americans working than when he began.",0
NBA Wrap: Returning Trio Help Pistons End Losing Skid  NEW YORK (Reuters) - Chauncey Billups scored 21 points in  his return to the line-up as the host Detroit Pistons also  welcomed back coach Larry Brown and Ben Wallace with a 93-85  triumph over the Minnesota Timberwolves Wednesday.,1
"Reports of Kim #39;s demise exaggerated  quot;DON #39;T have a reaction, I #39;ll leave it to the analysts, quot; responded US State Department official Adam Ereli to questions about the significance of reports that North Korea #39;s media had stopped calling Kim Jong-il  quot;Dear Leader quot;.",0
Bank on it: Tour will return NORTON -- Several players said yesterday they were thrilled to hear that the Deutsche Bank Championship has committed for two more years at TPC Boston.,2
"Srichaphan sets up clash with Henman in Paris Paradorn Srichaphan of Thailand beat Argentine Mariano Zabaleta 7-6 (3), 6-4 in a first round match Monday at the Paris Masters, setting up a clash with defending champion Tim Henman.",1
"Bomb blast fails to stop NZ Hockey, but Aussies pull out New Zealand Hockey boss Ramesh Patel is sticking to his guns over the national men #39;s team #39;s participation in the Champions Trophy in Pakistan despite Australia waving the white flag yesterday because of security concerns.",1
"Tiffany Posts Unexpected Dip in Earnings  NEW YORK (Reuters) - Luxury jeweler Tiffany   Co.    on  Thursday posted an unexpected drop in quarterly earnings and  slashed its profit forecast, as weak silver jewelry sales in  Japan and higher diamonds and precious metals costs more than  offset improved U.S. sales.",2
"Nigerian troops leave for Darfur Nigerian troops left for Sudan #39;s Darfur province on Monday as part of an African Union force mandated for the conflict-torn region, military officials said.",0
"Broadband Pushes Europe Web Users to 100 Million More than half of Europe #39;s Internet surfers now have a high-speed broadband connection at home, which has helped to push the number of Web users in Europe through the 100 million mark, a survey found on Thursday.",3
Mladin Release From Road Atlanta Australia #39;s Mat Mladin completed a winning double at the penultimate round of this year #39;s American AMA Chevrolet Superbike Championship after taking ,3
"Top Seed Henman Falls to Ljubicic in Madrid  MADRID (Reuters) - Top seed Tim Henman slumped to a 6-4,  4-6, 6-2 defeat by big-serving Croatian Ivan Ljubicic in the  Madrid Masters third round Thursday.",1
"Myanmar #39;s foreign minister, deputy fired MYANMAR #39;S military junta yesterday dismissed the Foreign Minister and his deputy in an unexpected Cabinet reshuffle that saw two other ministers also fired.",0
"Nelson living magical dream The expression rarely changes, but for a moment, Orlando Magic point guard Jameer Nelson let his guard down. An all-American point guard and consensus college player of the year last season at St.",1
"Royal Doulton in takeover talks China maker Royal Doulton has revealed it is in talks about a takeover by Irish rival Waterford Wedgwood. Stoke-based Doulton, which is to close its last remaining current UK factory next year, said it was in  quot;advanced discussions quot; with Waterford.",2
Tension-Filled Nights Loom for Europe's Big Guns  LONDON (Reuters) - The remaining seven vacancies in the  first knockout stage of the Champions League will be decided  this week with some of Europe's biggest clubs anxiously  considering their fates.,1
"Taiwan's Acer reports lower-than-expected net profit (AFP) AFP - Acer Inc., Taiwan's top personal computer maker, said its net profit for the first three quarters to September fell 34.8 percent to 3.83 billion Taiwan dollars (114 million US).",3
"At St. Helens, Little Lava but Plenty of Data Today scientists observe volcanoes from much greater distances and can send data across the Internet to scientists around the world.",3
One in Four Bird Species May Die Out This Century By the end of the century one in 10 species of birds in the world will be extinct and a further 15 percent will be on the brink of extinction.,3
Falcons Sign Crumpler to Contract Extension (Reuters) Reuters - The Atlanta Falcons\Monday signed Pro Bowl tight end Alge Crumpler to a six-year\contract extension.,1
NEWBERY DIVES AND BINGS UP GOLD Chantelle Newbery has jumped into sporting history by winning Australias first Olympic diving gold medal since 1924 in the women #39;s 10 metre platform in Athens.,1
"Turkey Must Increase Kurds #39; Rights -Verheugen Turkey must go further in improving its Kurdish minority #39;s cultural rights, EU Enlargement Commissioner Guenter Verheugen said on Tuesday.",0
"Space stationsa mess until shuttle resumes So a few weeks ago, the two astronauts who live there tossed out some useless junk, like so many old hubcaps for the trash heap. And the throwing-away - done during a recent spacewalk -as ",3
"IBM launches Websphere 6 IBM today announced that Websphere 6, the long awaited-update to its application server software, will be available by the end of the year.",3
Late Street spurt to buoy bourses start (FT.com) FT.com - European bourses are seen starting positively after a late spurt on Wall Street thanks to encouraging results from technology stalwarts IBM and Texas Instruments. A slide in oil back to  #36;53.30 from its  #36;55.33 peak on Monday also helped.,3
"Scientists Think Data From Space Capsule Can Be Salvaged Samples and data inside the wrecked Genesis space capsule appear intact enough to salvage most of the mission's science, optimistic researchers said Friday.",3
Yahoo Gives Web Site a Facelift (AP) AP - Internet powerhouse Yahoo Inc. has given its popular Web site a facelift to highlight some of the features that the company has been improving during the past year.,3
"Men and Women More Different Than Thought Beyond the tired cliches and sperm-and-egg basics taught in grade school science class, researchers are discovering that men and women are even more different than anyone realized.",3
"E-Mail Scam Dupes Linux Users Red Hat Inc. on Saturday warned users of an e-mail scam designed to plant malicious code on users #39; systems. The malicious e-mail poses as a security update from the vendor, a technique ",3
"Media General expects fourth, full-year earns to top expectations Media General Inc. said Tuesday it expects fourth-quarter and full-year earnings to exceed Wall Street estimates, primarily due to the robust performance of its broadcast division.",2
"Microsoft, Amazon.com file phishing, spamming lawsuits Microsoft Corp. and Amazon.com Inc. filed one joint and several separate lawsuits on Monday against companies and individuals accusing them variously of trying to defraud ",3
"Armed Militiamen Worry Sudanese Refugees (AP) AP - Armed militiamen surged into a western border area where some Darfur refugees attempted to return to their raided village, U.N. security officials said Sunday, raising further concern about how quickly 1.4 million displaced Sudanese could return home safely.",0
"EMC hires former IBM veteran as CTO EMC last week said it has hired former IBM veteran Jeffrey M. Nick as chief technology officer for the storage vendor. Nick, who left IBM in June following 24 years with the company ",3
Vegas comes to Wembley with \$600M casino plan Rundown land surrounding London #39;s Wembley Stadium will be transformed into a glitzy \$600 million gambling resort in a joint venture between US group Caesars Entertainment and Britain #39;s Quintain Estates.,2
"THE SONG REMAINS THE SAME The Recording Industry Association of America has wielded a heavy legal arsenal in its war against illegal music downloads, including filing another round of lawsuits on Thursday - this time against 762 people.",3
"U.S., Australia Women to Face Off Again (AP) AP - At first glance, it would seem to be the perfect matchup  #151; a dream draw, if you will. All the United States has to do to claim a third straight gold medal in women's basketball on Saturday is beat Australia, which is 0-12 against U.S. teams in the Olympics and world championships.",1
Benitez Laughing All the Way to the Bank Rafael Benitez won a prized reputation in Spain as a lucky manager...and hes certainly brought all that good fortune with him to Liverpool.,1
Rise of the Robots: Segway Platform Gives Mechanoids Motion (SPACE.com) SPACE.com - A military project aimed at building smarter robots has given researchers the wheels they need to make their automatons go.,3
"Sharon Vows to Expand Gaza Raid, Toll Tops 50  GAZA (Reuters) - Israeli leader Ariel Sharon vowed on  Sunday to widen an offensive into Gaza which has killed over 50  Palestinians until militants stop firing rockets that have  fueled criticism of his plan to quit the occupied strip.",0
"The  #39;Chase #39; brings new drama to NASCAR Saturday #39;s Chevy Rock  amp; Roll 400 at RIR was the season #39;s 26th event, the last chance for drivers to qualify for the 10-race Chase, NASCAR #39;s version of team-sport playoffs.",1
"I thought I saw a shove, but I guess I need glasses Nothing happened, Reggie Wayne said. Nothing happened when the Indianapolis Colts wide receiver and Peyton Manning went face mask to face mask on the sideline late in Sunday #39;s game.",1
"ATA #39;s cash situation worsening ATA Airlines Inc. #39;s cash crunch has worsened since August, the Indianapolis carrier #39;s owner warned investors today, raising concerns among analysts that a bankruptcy protection filing may be near.",2
"'Unit' Deal Unresolved The Yankees, Diamondbacks and Dodgers are still working to complete a deal that would put Randy Johnson in pinstripes, send Shawn Green to Arizona and land Javy Vazquez in Los Angeles.",1
FedEx Is Flying High The company reported strong fiscal second-quarter results and positive trends seem likely to continue to drive healthy growth.,2
"Explosions rock Argentine banks A series of blasts rocks bank branches in the Argentine capital, Buenos Aires, killing a security guard.",2
"Charles Arthur On Technology Three years ago, the first people to order an Apple iPod - announced as a  quot;breakthrough digital device quot; on 23 October 2001 - started receiving boxes in the post.",3
Sanders Nears Return Ravens defensive back Deion Sanders appears close to returning for Sunday's game against the New York Giants.,1
"Senate Expected to Approve Bill Overhauling Intelligence Today As debate in the G.O.P.-controlled Senate opened, the chamber's leaders predicted the bill would easily pass.",0
"Sony #39;s PlayStation Portable goes on sale TOKYO - Sony Computer Entertainment Inc entered the handheld video game market Sunday with the sale of its new PlayStation Portable, pitting it against competitors ahead of the holiday sales period.",3
"I.B.M. Offers \$10,000 to Owners of Contaminated Houses The company is willing to pay \$10,000 each to the owners of nearly 500 contaminated homes in an upstate village if the owners give up their right to sue over pollution.",3
"LeBron, Cavs downs Pistons without a fight Cleveland, OH (Sports Network) - LeBron James poured in a career-high 43 points to lead Cleveland to an easy 92-76 win over Detroit at Gund Arena.",1
"Strong Quake Reported in Philippines - U.S. Agency (Reuters) Reuters - A strong earthquake of magnitude 6.6\hit Manila in the Philippines overnight, the U.S. Geological\Survey's earthquake center in Golden, Colorado reported on\Friday.",0
Voluntary response key to BCA grading The grade on the report card was  quot;F. quot; The University of Nevada was one of four colleges that failed to meet the standards for a football coaching search as outlined by the Black Coaches Association.,1
"Stocks Seen Flat at Open; Oil Edging Up US stocks look to open flat on Monday as investors pause after a busy week on Wall Street, with oil prices ticking higher and the dollar still hovering near record lows.",2
"RIAA Expands P-to-P Lawsuits Latest round of legal action targets users of a variety of services, including eDonkey.",3
"Analysts await update on Marsh probe SAN FRANCISCO (CBS.MW) -- When Marsh  amp; McLennan reports third-quarter results next week, few analysts will be looking at the numbers.",2
Langer hails team spirit Europe #39;s Ryder Cup captain Bernhard Langer has emphasised the strength of his players #39; team spirit ahead of Friday #39;s first day.,1
"Florida readies for hurricane Frances, ordering large-scale evacutions (Canadian Press) Canadian Press - MIAMI (AP) - Hundreds of thousands of people were told Wednesday to get ready to evacuate as powerful hurricane Frances crept closer to Florida just weeks after hurricane Charley's rampage.",0
"Aggression Pays Off for Buick Leader Funk  CROMWELL, Connecticut (Reuters) - PGA Tour veteran Fred  Funk's positive approach paid dividends when he carded a  one-under-par 69 to move one stroke clear of the field after  the third round of the \$4.2 million Buick Championship  Saturday.",1
"Microsoft cuts key Longhorn feature By scaling back, company hopes to hit a 2006 release. Microsoft Corp. is dropping a highly touted new feature from its plans for the next generation of Windows -- scaling back ambitions for its biggest product ",3
"Nikkei Seen Firming After 11,000 Cleared  TOKYO (Reuters) - Japan's Nikkei average is expected to  extend gains on Thursday as investors keep a healthy appetite  for blue-chip exporters after a fall in oil prices boosted  confidence over the U.S. economy and lifted Wall Street stocks.",2
"Injured Hasselbeck might not play Sunday Seahawks quarterback Matt Hasselbeck, who did not practice today, has been downgraded from probable to questionable for Sunday #39;s game.",1
N.M. Museum to Launch Names Into Space (AP) AP - The New Mexico Museum of Space History will be shipping names to the stars with the first X-Prize launch into space.,3
"Google planning big things with Books and GMail Google has not had anything big for us since it went public some time ago. Now, it is back with some news that could worry biggies like Amazon and Barnes and Noble.",3
"Martinez Deal Finalized Martinez passes his physical, and the Mets finalize their \$53 million, four-year contract with the pitcher.",1
"Trojan horse exploits image flaw Infected graphical images that can implant a backdoor into a Windows computer if they are viewed have been spotted on Usenet. EasyNews, a provider of Usenet newsgroups, said it has identified two JPEG images ",3
"Natural gas giant Gazprom to participate in Russian auction of key Yukos unit (Canadian Press) Canadian Press - MOSCOW (AP) - The nascent petroleum division of natural gas giant Gazprom will bid for the crown jewels of the battered Yukos oil empire, its chief said Tuesday - a widely anticipated move that could put the heart of the company jailed billionaire Mikhail Khodorkovsky created in Kremlin-friendly hands.",0
"Radcliffe finds the old character for her next book When Paula Radcliffe #39;s autobiography My Story So Far hits the bookshelves next week it will already be out of date, because it will not include the tale of her dramatic victory in the New York City Marathon here yesterday.",1
"Footage of Bradley confrontation erased Milton Bradley was back in the Los Angeles Dodgers #39; lineup Thursday, going 2 for 3 with a home run, double and walk in an 8-3 loss to St.",1
"Charline Labonte rises to challenge Charline Labonte has served notice she wants to become the next starting goaltender of the Canadian women #39;s hockey team. The 22-year-old from Boisbriand, Que.",1
"LSU #39;s Saban meets with Miami Dolphins LSU football coach Nick Saban met with representatives of the Miami Dolphins on Tuesday night to discuss their head coaching job. In a statement today, Saban said he and the Dolphins had a  quot;preliminary quot; discussion and no decision was made.",1
"Defence minister sees damage to Chicoutimi, meets with British LONDON - Defence Minister Bill Graham was tight-lipped after meeting with his British counterpart to discuss last week #39;s fire on board HMCS Chicoutimi.",0
"Jags QB Leftwich sidelined with sprained knee JACKSONVILLE, Florida (Ticker) -- Byron Leftwich once played a college football game with a fractured shin. So will a sprained left knee put the Jacksonville Jaguars quarterback on the sidelines?",1
"Cisco decries  #39;Wild West #39; of IP networking Cisco Systems has announced an eight-slot single-shelf version of its CRS-1 Carrier Routing System, which is designed to let service providers offer services like edge, core and peering for ",3
"Health ; Arafat #39;s condition described  #39;very serious #39; (LEAD &lt;b&gt;...&lt;/b&gt; Health News, Clamart (France),Amid wildly contradicting rumours Tuesday about the condition of Palestinian leader Yasser Arafat, a French official said Arafat was not dead as of 3:30 pm (14:30 GMT).",0
"DaimlerChrysler, GM Join on Hybrids DaimlerChrysler and General Motors will jointly develop new hybrid motors to compete against Japanese rivals on the fuel-saving technology ",2
Arson eyed at Dutch mosque THE HAGUE -- A mosque in the Netherlands' southeast was destroyed by fire yesterday in what seemed to be the latest suspected attack against an Islamic site since the killing of a Dutch filmmaker critical of Islamic fundamentalism.,0
Europe Rally After U.S. Take Early Charge  BLOOMFIELD HILLS (Reuters) - Holders Europe began to peg  back a fast start by the United States as the 35th Ryder Cup  approached its climax in the last-day singles on Sunday.,1
Tokyo Stocks Seen Firming After Nasdaq  TOKYO (Reuters) - Tokyo's Nikkei average is expected to  gain ground on Monday as firmness in U.S. technology stocks  eases investors' nervousness toward that sector in Japan.,2
"In race for top horse, still shot to get Smarty GRAND PRAIRIE, Tex. - In midsummer, most people thought the Horse of the Year had already been cinched by Smarty Jones and his thrilling Triple Crown try.",1
Shell seeks to reassure investors Anglo-Dutch oil giant Shell will attempt to restore investors #39; faith in its strategy at a briefing for oil analysts on Wednesday.,2
Bergkamp Backing Van Persie to Shine Van Persie scored a last-gasp equaliser to rescue Arsenal from the jaws of defeat against Southampton on Saturday. The visitors had looked certain to condemn Arsene Wengers side ,1
"UC wins \$222.5M in Enron lawsuit \$222.5 million -- in an ongoing securities class action lawsuit against Enron Corp. The settlement, announced Friday and ",2
"Mice Thrive Without Chapters of the Book of Life It #39;s called the book of life but mice, and perhaps humans, can still thrive even when chapters are missing, scientists said Wednesday.",3
"Culpepper Ahead in Pro Bowl Voting  NEW YORK, (Sports Network) - Minnesota Vikings quarterback  Daunte Culpepper is ahead of all players in voting for the 2005  Pro Bowl, while Philadelphia's Donovan McNabb is one of three  Eagles in the top-10.",1
"National League Preview from The Sports Network (Sports Network) - Barry Bonds can equal two huge baseball milestones tonight. However, aside from personal achievements, the San Francisco slugger is more focused on his team #39;s drive to the playoffs, and ",1
"Thai PM Says Will Punish 'Wrongdoers' Over Deaths  PATTANI, Thailand (Reuters) - Bomb blasts rocked southern  Thailand on Friday as Prime Minister Thaksin Shinawatra  promised to get to the bottom of the deaths of 78 Muslims in  military custody and punish any ""wrongdoers.""",0
Video said to show slaying of 12 hostages BAGHDAD -- A gruesome video posted on a website purportedly showed militants beheading a Nepalese worker and shooting 11 others in the first mass slaying of foreign hostages during the Iraqi insurgency.,0
"IRAN, EU TRIO IN COMPLICATED TALKS IN PARIS PARIS, 5 Nov. (IPS) The Islamic Republic of Iran and its three major European interlocutors are engaged in complicated negotiations over Tehrans controversial nuclear programs since this morning in ",0
"UN: N. Korean Environment in Poor Shape SEOUL, South Korea - North Korea #39;s forests are depleted, its rivers and streams are filled with runoff from factories and a reliance on coal energy has created severe urban air pollution, the United Nations said Friday in its first report on the communist ",3
"At summit, a deal on membership talks BRUSSELS The European Union took a huge step towards its most controversial enlargement to date late Thursday night by agreeing to open membership negotiations with Turkey, although with strict conditions.",0
"S. Africa Condemns Claims About Aristide S. African Government Condemns Accusations That It Is Being Used As Springboard for Haiti #39;s Aristide. A boy passes a car that says  quot;Aristide King quot; in the pro-Aristide slum of Bel-Air in Port-au-Prince, Sunday, Oct. 17, 2004.",0
"N.D. Consortium Wins NASA Research Job (AP) AP - NASA has awarded control of its DC-8 research aircraft to the Upper Midwest Space Consortium at the University of North Dakota, a move officials say will create new jobs at the university and give it added national prestige.",3
"Cassell returns to the fold Sam Cassell and the Minnesota Timberwolves apparently are back on good terms. The veteran guard reported for yesterday afternoon's practice after skipping the team's media day and first day of workouts earlier in the week. Cassell, 34, was unhappy about not getting a contract extension.",1
"Storm Damage Hurts BellSouth Earnings  WASHINGTON (Reuters) - BellSouth Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=BLS.N target=/stocks/quickinfo/fullquote""&gt;BLS.N&lt;/A&gt; on Monday  said third-quarter earnings fell due to storm damage in its  region and the sale of some international assets.",2
MyDoom worm still causing problems The experts claim hackers have compromised these sites by exploiting scripting vulnerabilities in their guestbooks. ,3
"Motorola Third-Quarter Earnings Rise  CHICAGO (Reuters) - Motorola Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MOT.N target=/stocks/quickinfo/fullquote""&gt;MOT.N&lt;/A&gt;, the world's No.  2 maker of cell phones, on Tuesday said its quarterly profit  rose sharply, helped by improving sales of a host of new  handset models.",2
"Sainsbury to Cut Headquarter Jobs, Halve Dividend (Update2) J Sainsbury Plc Chief Executive Justin King will cut one quarter of the company #39;s headquarters workforce and halve the dividend as he seeks to revive profit and regain customers lost to Tesco Plc and Wal-Mart Stores Inc.",2
Pay dispute ends in South Africa South Africa's wage dispute ends after unions representing public sector workers accept a revised government offer.,2
"Genelabs Drug Fails Late-Stage Trial  NEW YORK (Reuters) - Genelabs Technologies Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=GNLB.O target=/stocks/quickinfo/fullquote""&gt;GNLB.O&lt;/A&gt;  said on Tuesday that a late-stage trial of its drug to limit  bone loss in women with lupus disease failed to work.",2
"Then get more stuff for free  Construction manager Kimball Diamond often works thousands of miles from his Burlingame, Calif., office. So he didn't mind paying \$19.95 a month for a service that let him remotely control his office computer over the Internet.",2
Knife fears could prompt new law Public fears over young people carrying knives could prompt new government restrictions.,0
"Athens Olympics Games: Expensive and Over-Hyped Olympics? JEDDAH, 20 August 2004  First, let me make it clear that I have always enjoyed watching the Olympic Games on television ever since I was a child. The problem nowadays is that the Olympics have been turned into gigantic business proposition both for the ...",1
"NBA suspends nine players, Artest for rest of season NBA on Sunday suspended nine players for involving in a melee during Friday #39;s game between Detorit Pistons and Indiana Pacers, with Ron Artest suspended for the rest of the season, 73 games.",1
"German Security Firm Hires Hacker Awaiting Trial A German security firm has hired the teen accused of writing the Sasser and Netsky worms, a move that sends a dangerous message to hackers, anti-virus firms said Monday.",3
"Group: Illegal Ivory Easy to Get Online (AP) AP - Online sales of illegal ivory are booming in the United States despite a longtime global trade ban, conservationists charge.",3
"IBM Settles Pension Suit, to Take Charge International Business Machines Corp. has settled portions of an ongoing lawsuit related to pensions, and will take a charge of \$320 million in the current quarter, the technology company said on Wednesday.",2
"Nanotech funding to grow to \$8.6 billion Spending on research will more than double this year, with a growing amount coming from the private sector.",3
Microsoft placates two foes Editor #39;s Summary: Microsoft announced that it paid an undisclosed amount to the CCIA trade group so that it won #39;t challenge the software maker #39;s US antitrust settlement or participate in a European Union antitrust case.,2
"170 miners remain trapped in coalmine gas explosion By 1 pm on Sunday, 123 miners were rescued alive after a major gas explosion took place at the Chenjiashan Coalmine, Shaanxi Province, around 7:10 am but another 170 remained trapped underground.",0
"NYMEX Oil Rises on Nigerian Rebel Threat (Reuters) Reuters - NYMEX crude oil futures jumped 36\cents in electronic trading on Monday evening to the\psychological  #36;50 a barrel level, the highest in the 21 years\oil futures have traded on the exchange, as Nigerian rebels\decided an ""all-out"" war against the government starting Oct.\1.",2
"Red Sox, Astros Hunt for Their First Wins After Curt Schilling and Pedro Martinez failed to get the Boston Red Sox a win against the New York Yankees in the first two games of the AL championship series, Bronson Arroyo will take the hill for Game 3 at Fenway Park on Saturday.    In Houston, the winless Astros face a similar challenge as they return home and put their hopes in Roger Clemens for NLCS Game 3 against the St...",0
Broncos will lose Griffin for year Denver Broncos running back Quentin Griffin #39;s strange season came to an end Tuesday when the team #39;s worst concerns were realized.,1
Two agencies may clash over rare bird Two US Interior Department agencies may clash over separate and apparently incompatible efforts to help the northern sage grouse. The Fish and Wildlife Service is trying to ,3
